artist	category	genre	title	tracks	year	id	merged_values
Various	Soundtrack	Soundtrack	Summer Stock Original Mgm Soundtrack	10200	2009	109644	
Ira Newborn And Various	Soundtrack	Soundtrack	Ace Ventura: Pet Detective	10201	1994	109645	
Die Ã„rzte	Soundtrack	Punk Rock	Ist Das Alles ? (13 Hã¶hepunkte Mit Den Ã„rzten)	10202		109646	
Hans Zimmer & Lisa Gerrard	Soundtrack	Soundtrack	Gladiator [complete] Cd1	10203	2001	109647	
Various	Soundtrack	Soundtrack	Slc Punk Soundtrack	10204	1999	109648	
Various	Soundtrack	Soundtrack	Spike & Co.: Do It A Cappella	10205		109649	
Various	Soundtrack	Showtunes	Classic Movie Tracks(vol 1)	10206	1992	109650	
Â¢ã­ã­ã¡ Ã‚ãÿã³ã³ã§	Soundtrack	Ãã¯ãã¥	Ãã¡ã±ãœã®ã¥ã­ã¥ã² Ã¥ã©ãªã¼ã­ã¥ã²	10207	2004	109651	
Various	Soundtrack	Rock	Grosse Pointe Blank - More Music From The Film	10208	1997	109652	
Various Artists	Soundtrack	Soundtrack	Ã£æ’?ã£æ’â³ã£â€šâ­ã£æ’æ’ã£â€šâ­ã£æ’â¼ã£â€šâºã£æ’â»ã£æ’â¡ã£æ’â­ã£æ’â€¡ã£â€šâ£ 2	10209		109653	
Various Artists	Soundtrack	Soundtrack	Ã£æ’â€žã£â€šâ¤ã£æ’â³ã£æ’â€œã£æ’â¼ Paradise 5th. Anniversary	10210	2006	109654	
Gilbert Montagnã©	Soundtrack	Chanson	Mã©lange De Couleurs	10211	1998	109655	
Hollywood Edge- Premiere Edition	Soundtrack	Sound Clips	Pe- 08 Traffics, Sirens, Motors, Busses	10212	1990	109656	
Sarah Brightman	Soundtrack	Classical	Time To Say Goodbye	10213	2006	109657	
Vesica Pisces	Soundtrack	Soundtrack	Vesica Pisces	10214		109658	
Various Artists	Soundtrack	Soundtrack	Â»âªãˆã‹âµã§ã“â°ã’ã´ã€ã–âµã¤â²ã˜	10215	1999	109659	
Out Of Ireland	Soundtrack	Soundtrack	Soundtrack	10216	1997	109660	
X-files: Fight The Future Soundtrack	Soundtrack	Soundtrack	X-files: The Album	10217		109661	
Soundtrack	Soundtrack	Soundtrack	Mr. Deeds	10218		109662	
Various	Soundtrack	Soundtrack	The A To Z Of British Tv Themes - Volume 4	10219	2020	109664	
Henry Mancini	Soundtrack	Soundtrack	Charade	10220	1963	109665	
Jerry Goldsmith	Soundtrack	Soundtrack	Gremlins Ii	10221	1990	109666	
Publicom	Soundtrack	Other	Adventures Of Phoneman	10222	2000	109667	
Original Television Cast	Soundtrack	Soundtrack	Cinderella	10223		109668	
Pippi Langstrumpf	Soundtrack	Soundtrack	Comic	10224	2019	109669	
Sarah Brightman	Soundtrack	Soundtrack	La Luna (live In Concert) - Disc 2	10225	2000	109670	
Jose Carreras	Soundtrack	Soundtrack	Jose Carreras Sings Andrew Lloyd Webber	10226		109671	
Ost	Soundtrack	Soundtrack	Swallowtail Butterfly Ost	10227	1997	109672	
P. Susheela	Soundtrack	Indian Classical	Paattupadiurakkam	10228	2001	109673	
Jerry Goldsmith	Soundtrack	Soundtrack	The Secret Of Nimh	10229	1982	109674	
Varios	Soundtrack	Instrumental	Guitarra Pasiã³n - Vol. 2	10230	2000	109675	
Featuring Latest Thai Tv Serie Soundtracks.	Soundtrack	Pop	Grammy : Pleng Hit - Lakorn Dunk	10231	2002	109676	
Bernard Herrmann	Soundtrack	Soundtrack	The Devil And Daniel Webster	10232	1999	109677	
Pokã©mon	Soundtrack	Soundtrack	2b A Master	10233		109678	
Various Artistsharacter Image Song Ii	Soundtrack	Anime	Rurouni Kenshin Complete Cd-box - Scene 3 - Character Image Song Ii	10234	2002	109679	
Â±iâ¾ã‡â¤ã	Soundtrack	Soundtrack	1999 Â¤ãâ­ã“â¤hâ¡eâºtâ°ã›â·|- [disc Two]	10235	1999	109680	
George & Ira Gershwin	Soundtrack	Soundtrack	An American In Paris (disque Deux)	10236	2005	109681	
Various	Soundtrack	Soundtrack	Blue Planet Waves	10237	1997	109682	
Various Artists	Soundtrack	Soundtrack	From The Vaults - Pop Hits Volume 2 - Disc Two	10238	1996	109683	
Various Artists	Soundtrack	Soundtrack	The Crow (music From The Original Motion Picture)	10239	1994	109684	
Clamp	Soundtrack	Soundtrack	X Character File	10240		109685	
Various Artists	Soundtrack	Soundtrack	Macross - The Complete Disc1	10241	1992	109686	
Ãšã®ã°ã­ã¥ã«ã¾ãª Ãˆã£ã®ã°ã¼	Soundtrack	Soundtrack	Ãã ã­ã¤ã¨ã²ã±ãªã¨ã© Ãã¥ã²ã¥ã°ã¡ã³ã°ã£ (ã¬ã³ã§ã»ãªã  Ãª Ãªã¨ã­ã®ã´ã¨ã«ã¼ã¬ã³)	10242	2001	109687	
Huston Smith	Soundtrack	Soundtrack	Understanding Islam	10243		109688	
Max Steiner	Soundtrack	Soundtrack	Gone With The Wind	10244	1940	109689	
Cinevox	Soundtrack	Soundtrack	The History Of Soundtrack - Cd2 Comedy	10245		109690	
Claude Bolling	Soundtrack	Soundtrack	Le Magnifique	10246	1973	109691	
Vocalist	Soundtrack	Vocal	Tangomarkkinat	10247	1997	109692	
Cat's Eye	Soundtrack	Soundtrack	Cat's Eye Original Soundtrack	10248	1995	109693	
Various Artists	Soundtrack	Soundtrack	King Of Tv Cd1	10249	2001	109694	
Fats Waller	Soundtrack	Musical	Ain't Misbehavin' (disc 1)	10250	1978	109695	
Graeme Revell	Soundtrack	Soundtrack	The Crow - City Of Angels	10251	1996	109696	
Ã¥â€™å’ã§â€â° Ã¨â€“â«	Soundtrack	Anime	3ãƒâ€”3 Eyes Ã§â¬â¬ã¥â¼?ã§â«â	10252	1991	109697	
Diverse	Soundtrack	Soundtrack	One Piece	10253	2003	109698	
Stan Douglas	Soundtrack	Soundtrack	Suspiria	10254	2002	109699	
Sound Track	Soundtrack	Soundtrack	The`great White Hype	10255	1996	109700	
S'hygys	Soundtrack	Soundtrack	Remix Album	10256		109701	
Angelo Badalamenti	Soundtrack	Soundtrack	Twin Peaks: Fire Walk With Me	10257	1992	109702	
Soundtrack	Soundtrack	Soundtrack	Ashes Of Time	10258	1994	109703	
Varios	Soundtrack	Soundtrack	Love Song`s	10259		109704	
Various Artists	Soundtrack	Soundtrack	Sur - Greatest Classical Songs From Hindi Films	10260	2003	109705	
Toto	Soundtrack	Soundtrack	Dune (original Motion Picture Score)	10261	1997	109706	
Diverse	Soundtrack	Soundtrack	Hollywood Classics	10262		109707	
Sammy & Rodeo	Soundtrack	Soundtrack	Sammy & Rodeo Sound Collection	10263	2003	109708	
Matthias Klenke	Soundtrack	Electronic	Lost In Time	10264	2002	109709	
Swing Sisters	Soundtrack	Swing	Vores Favoritter	10265	2001	109710	
They're Playing Our Song	Soundtrack	Soundtrack	They're Playing Our Song	10266		109711	
Tom Jones	Soundtrack	Pop	The Best Of	10267	1968	109712	
Aa.Vv.	Soundtrack	Soundtrack	Puerto Escondido	10268		109713	
Various	Soundtrack	Soundtrack	Ãã¥ã§ã³ã¬ã­ã»ã© Ã„ã¥ã­ã¼ Ã¨ã«ã¨ Ã†ã¥ã­ã¨ã²ã¼ã¡ã  Ã”ã¨ã£ã ã°ã®	10269	2003	109714	
Varios	Soundtrack	Samba	As Damas Do Samba	10270		109715	
Various	Soundtrack	Soundtrack	The Best Of Movie Hits Vol 1	10271	2017	109716	
Mestre Ambrosio	Soundtrack	Soundtrack	Fua Na Casa De Cabral	10272	1999	109717	
Various	Soundtrack	Soundtrack	Pcu	10273	1994	109718	
Various Artists	Soundtrack	Soundtrack	Helmiã¤ Ja Sikoja	10274	2003	109719	
Various Artists	Soundtrack	Soundtrack	Soul Food	10275	1997	109720	
Ã¤â¸?ã¦ëœå½	Soundtrack	Soundtrack	Key Reality Disc2	10276		109721	
Louisa John-krol	Soundtrack	Soundtrack	Alexandria	10277	1992	109722	
Psygnosis	Soundtrack	Soundtrack	Wipeout 3	10278	1999	109723	
A.A. V.V.	Soundtrack	Underground	Underground Nation	10279		109724	
Georges Delerue	Soundtrack	Soundtrack	Le Mã©pris	10280		109725	
Jamiroquai	Soundtrack	Soundtrack	Greatest Hits	10281		109726	
Various Artists	Soundtrack	Trance-acid	Bonzai Records 2003 (cd2)	10282	2003	109727	
Marcel Woods,dj	Soundtrack	Trance	Musical Madness 1	10283	2001	109728	
Laurent Gerra	Soundtrack	Humour	Laurent Gerra En Public 2002	10284	2002	109729	
Kid	Soundtrack	Soundtrack	Memoriesoff 2nd Sound Collection	10285	2022	109730	
Bernard Herrmann	Soundtrack	Soundtrack	Battle Of Neretva	10286	1975	109731	
Various Artists	Soundtrack	Soundtrack	Â¹ãœâ¼ãºâ°ã¼ Â¿â· Âµâ¿â¹â°â¿ã¸	10287	1998	109732	
Ally Mcbeal Ft. Vonda Shepard	Soundtrack	Soundtrack	Ally Mcbeal - A Very Ally Christmas	10288		109733	
Ennio Morricone	Soundtrack	Soundtrack	C'era Una Volta Il West	10289	1975	109734	
Various	Soundtrack	Soundtrack	Sweet Home Alabama (ost)	10290	2002	109735	
Various	Soundtrack	Soundtrack	Sondheim: A Musical Tribute Disc 1	10291	2005	109736	
Indra Lesmana	Soundtrack	Soundtrack	Rumah Ke Tujuh	10292	2003	109737	
Erich Kunzel & Cincinnati Pops Orchestra	Soundtrack	Soundtrack	Disney Spectacular	10293		109740	
Compilation	Soundtrack	Soundtrack	Matrix Trilogy	10294		109741	
Various	Soundtrack	Soundtrack	Original Film Soundtracks: The Best Of Godzilla 1984-1995	10295	1998	109742	
Â±ã¨ Â´ã«ãˆâ«	Soundtrack	Soundtrack	Â¹ãœâ¼ãºâ°ã¼â¿â· Âµâ¿â¹â°â¿ã¸	10296	2000	109743	
The Startlight Orchestra	Soundtrack	Soundtrack	Impossible Missions	10297		109744	
Jerome Moross	Soundtrack	Soundtrack	The Cardinal	10298	1963	109745	
Various	Soundtrack	Soundtrack	Fablernas Vã¤rld - Simma Lungt Del 1	10299		109747	
Christopher Young	Soundtrack	Soundtrack	Murder At 1600	10300	1998	109748	
Ããÿãªã¯ã² Ãã¯ã±ã´ã¯ãªãœã«ã¯ã£ã«ã¯ãµ	Soundtrack	Soundtrack	Ãœã°ã±ã¡ã¦ã©ã«ãã±ã¯ Ost	10301	2001	109749	
Various	Soundtrack	Soundtrack	Notting Hill (ost)	10302	1999	109750	
Miguel Cassina	Soundtrack	Musica Cristiana	El Vive	10303	1993	109751	
Michel Sardou	Soundtrack	Soundtrack	Bercy 2001 Cd1	10304	2023	109752	
Ãœmit Besen	Soundtrack	Fantazi	O Gece	10305	2003	109753	
Various	Soundtrack	Soundtrack	Neighborhood Vida	10306	2010	109754	
Explode Coraã§ã£o	Soundtrack	Soundtrack	Nacional	10307	1995	109755	
Achilles C.Damigos - Kouno Shin	Soundtrack	Soundtrack	Face Mishiranu Koibito Original Sound Tracks	10308	2001	109756	
Various Artists	Soundtrack	Techno	Wire00 Compilation	10309		109757	
Nintendo	Soundtrack	Soundtrack	Nintendo 64 Cool Cuts	10310	1996	109758	
Various	Soundtrack	Soundtrack	Warriors Of Virtue	10311	2015	109759	
James Patterson	Soundtrack	Soundtrack	Pop Goes The Weasel - Cd 4	10312	2000	109760	
Colin Baker & Nicholas Courtney	Soundtrack	Soundtrack	The Spectre Of Lanyon Moor	10313	2000	109761	
Studio Cutz	Soundtrack	Soundtrack	Volume 25	10314		109762	
Audio Adventures In Time & Space/2)	Soundtrack	Soundtrack	Prosperity Island (disk 2/2)	10315		109763	
Mussorgsky	Classical	Classical	Bilder Einer Ausstellung	10316	2016	10983	
Rammstein	Classical	Industrial	Sehnsucht	10317	1997	10986	
Hollywood Film Classics	Classical	Classical	Hollywood Film Classics	10318		11006	
Hollywood Film Classics	Classical	Classical	Disk #1	10319		11008	
Mozart	Classical	Classical	Mozart: Greatest Hits	10320	1990	11088	
Florence Foster Jenkins	Classical	Classical	The Glory (????) Of The Human Voice	10321		11125	
The Five Great Guitars	Classical	National Folk	Live	10322	2003	11150	
Villa-lobos, Heitor	Classical	Classical	Alma Brasileira	10323	1996	11166	
Mussorgsky	Classical	Classical	Bilder Einer Ausstellung	10324	2016	11174	
Varius Artists	Classical	Classical	Mozart Greatest Hits	10325		11190	
Notting Hill	Soundtrack	Soundtrack	Music From Motion Picture	10326	1999	11388	
John Barry	Soundtrack	Soundtrack	King Kong Original Soundtrack	10327	1976	11423	
Kbs	Soundtrack	Soundtrack	Kbs Tvâ¸â¸ãˆâ­â¿âµãˆâ­ Â³ã«â·â¡â¸ã°ã€â½	10328	2000	11455	
Disneyland	Soundtrack	Soundtrack	The Haunted Mansion: 30th Anniversary	10329	2021	11530	
Metallica	Soundtrack	Soundtrack	Black Album	10330	1991	11531	
John Barry	Soundtrack	Soundtrack	King Kong	10331	1976	11538	
Pink Floyd	Data	Data	The Wall Disc 1	10332	1979	1818	
Carlos Santana	Data		Carlos	10333	2015	1823	
Frans Bauer	Other	Other	'n Ons Geluk	10334	2004	1828	
2pac	Rap	Rap	Greatest Hits (cd1)	10335	1998	1838	
Ãœâ¤ãƒãž	Data		Ãœâ¤ãƒãž	10336		1858	
Â¼ã’â¸â®â¿â¤	Ccm (contemporary Christian Music)	Ccm (contemporary Christian Music)	Modern Worship Shema (â½â¦â¸â¶)	10337	2002	1866	
Leon Redbone	Folk	R&b	Up A Lazy River	10338		1884	
Ãƒã©ã¾ã±ã£ã¯ã² Ã”ã³ã¡ã«ãÿãªã§ã²	Folk	Folk	Ãã­ Â¹ã¬ã¯ãµã­ã¡ Ãã¡ã«ã©ã¼ã°ã¡ã©ã¤ã¯	10339		2004	
Alkaline Trio	Folk	Indie	Goddamnit!	10340	1998	2026	
Frans Bauer	Folk	Folk	Een Ons Geluk	10341	2003	2110	
James Taylor	Folk	Folk/rock	Greatest Hits Vol 1	10342	1976	2139	
Â²ãœã‡ã™	Folk	Folk	Ãžã§ã’â¹â³â¡	10343		2187	
Estopa	Folk	Folk	Destrangis	10344	2023	2188	
Ãœã³ã°ã§ã¨ã«ãªã¨ International	Folk	Russian Pop	Ãœã³ã°ã§ã¨ã«ãªã¨ +	10345	2003	2252	
Vã¸mmã¸l Spellmannslag	Folk	Folk	Vã¸mmã¸l'n	10346	1974	2317	
The Greenland Whalefishers	Folk	Folk-rock	The Mainstreet Sword	10347		2366	
The Greenland Whalefishers	Folk	Folk-rock	The Mainstreet Sword	10348	1996	2367	
Francesco De Gegori	Folk	Pop	Alice Non Lo Sa	10349	1973	2406	
Â²ãœã‡ã™	Folk	Pop	Ãžã§ã’â¹â³â¡	10350	1995	2418	
Cranberries	Folk	Pop-folk	No Need To Argue	10351	1994	2427	
Nando Reis	Folk	Pop	A Letra A	10352	2003	2440	
Â¼ã’â¸â®â¿â¤	Folk	Gospel	Shema	10353		2530	
Chayanne	Folk	Latin	Simplemente	10354	1999	2571	
Jacky Tar	Folk	Celtic	Defenestration	10355	2002	2577	
Jacky Tar	Folk	Folk	Defenestration	10356		2581	
Shane Barnard	Folk	Folk-rock	Psalms	10357	2001	2619	
Bruce Dickinson	Jazz	Metal	The Best Of Bruce Dickinson (disc 1)	10358	2001	2707	
Rechard Bona	Jazz	Jazz	Munia	10359	2003	2771	
Gipsy Kings	Jazz	Latin	Compas	10360	1997	2781	
Combustible Edison	Jazz	Jazz	Schizophonic	10361	1996	2807	
Corduroy	Jazz	Jazz	Out Of Here	10362	1994	2813	
Peter White	Jazz	Jazz	Promenade	10363	1993	2819	
The Jazzmasters	Jazz	Jazz	The Jazzmasters4	10364		2823	
Nat King Cole	Jazz	Jazz	Vaya Con Dios	10365	1959	2890	
Nat King Cole	Jazz	Jazz	En Espanol (disk 1)	10366	1959	2891	
Eros Ramazzotti	Jazz	Ballad	Donde Hay Musica	10367	1996	2950	
Kenny G	Jazz	Jazz	The Moment	10368	1996	2957	
The Drifters	Jazz	Other	Under The Boardwalk	10369	1964	3086	
The Philosopher Kings	Jazz	Jazz	The Philosopher Kings	10370	1994	3096	
Kenny G	Jazz	Jazz	The Moment	10371	1996	3106	
Philosopher Kings	Jazz	Jazz	The Philosopher Kings	10372	1994	3123	
Bjork	Jazz	Jazz	Vespertine	10373	2001	3125	
Metallica	Jazz	Heavy Metal	Metallica	10374	1991	3134	
Corduroy	Jazz	Acid Jazz	Out Of Here	10375	1995	3155	
Manuel Barrueco	Jazz	Jazz	Nylon & Steel	10376	2001	3159	
Glenn Miller	Jazz	Jazz	The Original Glenn Miller Reunion 1954	10377	1939	3185	
Vanessa Williams	Jazz	Pop	The Sweetest Days	10378	1995	3192	
Greatest Hits?the Drifters	Jazz	Oldies	Under The Boardwalk	10379		3215	
Lisa Ono	Jazz	Jazz	Dream	10380	2008	3222	
James Taylor	Misc	Easy Listening	Greatest Hits	10381	1976	3296	
Paul Oakenfold	Misc	Dance	Bunkka	10382	2002	3356	
Ismael Serrano	Misc	Canciã³n De Autor	Los Paraã­sos Desiertos	10383	2000	3383	
The Crystal Method - Tweekend	Misc	Misc	The Crystal Method - Tweekend	10384	2001	3395	
Rob Zombie	Misc	Misc	Hellbilly Deluxe	10385	1998	3475	
Die Krupps	Misc	Misc	Volle Kraft Voraus	10386	2008	3517	
Los Caã±os	Misc	Pop	Agua De Luna	10387	2002	3529	
Aqua	Misc	Other	Aquarius	10388	2000	3539	
Nirvana	Misc	Grunge	Nevermind	10389	1991	3670	
Kate Bush	Misc	Rhythmic Soul	The Kick Inside	10390	1978	3678	
Ãƒã©ã¾ã±ã£ã¯ã² Ã”ã³ã¡ã«ãÿãªã§ã²	Misc	Misc	Ãã­ Ãžã¬ã¯ãµã­ã¡ Ã°ã¡ã«ã©ã¼ã°ã¡ã©ã¤ã¯	10391		3710	
Radiohead	Misc	Other	The Bends	10392	1995	3722	
Depeche Mode	Misc	Electronic	The Singles 86-98 Cd 2	10393	1998	3757	
Placebo	Misc	Misc	Without You I'm Nothing	10394	1998	3792	
Faithless	Misc	Dance	Outrospective Remixes	10395	2003	3793	
Lotte Og Sã˜ren	Misc	Misc	Trã¦k Din Kat I Halen	10396		3851	
Shakespears Sister	Misc	Misc	Hormonally Yours	10397	1992	3931	
Jay-z: Mtv Unplugged	Misc	Misc	Jay-z: Mtv Unplugged	10398	2001	3976	
Grieg	Misc	Classical	Millenium Classics 5	10399	2015	3990	
T.A.T.U.	Misc	Other	200 Kmh In The Wrong Lane	10400	2002	4108	
Los Caã±os	Misc	Pop	Agua De Luna	10401	2002	4114	
Dido	Misc	Pop Gã©nã©ral	No Angel - 192	10402	1999	4124	
Bjork - Vespertine	Misc	Misc	Bjork - Vespertine	10403	2019	4140	
Lou - X	Misc	Rap	La Realtã , La Lealtã  E Lo Scontro	10404	1998	4145	
Boa	Misc	Jpop	Next World	10405	2003	4178	
Justin Timberlake	Misc	Pop	Justified	10406	2002	4179	
Garbage	Misc	Misc	Beautifulgarbage	10407	2001	4184	
Aqua	Misc	Rock	Aquarius	10408	2000	4190	
Kate Bush	Misc	Rhythmic Soul	The Kick Inside	10409	1978	4266	
James Taylor	Misc	Swing	James Taylor Greatest Hits	10410	1976	4271	
La Oreja De Van Gogh	Misc	Pop	El Viaje De Copperpot	10411	2000	4282	
Britney Spears	Misc	Popular	Britney	10412	2001	4291	
Q-tip	Misc	Hip-hop	Amplified	10413	1999	4292	
Avril Lavigne	Misc	Rock	Let Go	10414	2002	4297	
Avril Lavigne	Misc	Rock/pop	Let Go	10415	2002	4306	
Frank Zappa	Misc	Rock	Joe's Garage (disk 1)	10416	1979	4348	
Jay-z	Misc	Hip-hop	Vol.2... Hard Knock Life	10417	1998	4358	
Robert Miles	Misc	Misc	Dreamland	10418	2021	4384	
Marianne Faithfull	Misc	Ballad	Blazing Away	10419	1990	4395	
Jefferson Airplane	Misc	Rock	Surrealistic Pillow	10420	1967	4419	
Nirvana	Misc	Grunge	Nevermind	10421	1991	4441	
Ã¥â°?ã©â€¡å½ã£æ’âªã£â€šâµ	Misc	Japanese Unclassifiable	Dream	10422		4451	
Ruby	Misc	Other	Salt Peter	10423	1995	4481	
Tom Waits	Misc	Jazz	Small Change	10424	1976	4490	
Radiohead	Misc	Pop	Ok Computer	10425	1997	4508	
Shane Barnard And Shane Everett	Misc	Misc	Psalms	10426	2002	4520	
The Criystal Method	Misc	Electronic	Tweekend	10427	2001	4563	
Ministry	Misc	Industrial	Power Department	10428	1992	4586	
Fuse	Misc	Misc	Dimension Intrusion	10429	1993	4588	
Alkaline Trio	Misc	Misc	From Here To Infirmiry	10430	1998	4601	
Amy Grant	Misc	Holiday	A Christmas To Remember	10431	1999	4613	
Billy May - Glenn Miller Band	Misc	Big Band	The Original Reunion Of The Glenn Miller Band	10432	1986	4631	
Nelly Furtado	Misc	Undefined	Whoa, Nelly!	10433	2000	4676	
The Jazzmasters	Misc	Jazz / Smooth	The Jazzmasters 4	10434	2003	4684	
Globe	Misc	Misc	Globe	10435	1996	4709	
Globe	Misc	Misc	Globe	10436	1996	4710	
Justin Timberlake	Misc	R&b	Justified	10437	2002	4732	
Ãœã³ã°ã§ã¨ã«ãªã¨ International	Misc	Russian Pop	Ãœã³ã°ã§ã¨ã«ãªã¨ +	10438	2003	4733	
F.U.S.E	Misc	Misc	Dimension Intrusion	10439	2019	4774	
Buâ³at Okudâ¿awa	Misc	Misc	Â¯yczenia Dla Przyjaciã³â³	10440		4804	
Jimmy Eat World	Misc	Alt Rock	Bleed American	10441	2001	4843	
Toni Braxton	Misc	Misc	The Heat	10442	2000	4851	
Various Artists	Misc	Electronic	International Deejay Gigolos Cd Five	10443	2001	4876	
Luo - X	Misc	Rap	La Realtã  La Lealtã  E Lo Scont	10444	1998	4886	
Faithless	Misc	Other	Outrospective	10445	2001	4895	
Britney Spears	Misc	Pop	Britney	10446	2001	4905	
Justin Timberlake	Misc	Other	Justified	10447	2002	4911	
Deep Dish	Misc	Dance	Yoshiesque 2 (cd2)	10448	2001	4959	
Mormon Tabernacle Choir	Misc	Christmas	It's Christmas	10449	1989	4975	
V Mm L Spellemannslag	Misc	Misc	V Mm L'n	10450		4988	
Caprice	Misc	Misc	Elvenmusic	10451	2001	5010	
Lenine	Misc	Misc	Na Pressã£o	10452	1999	5025	
Divididos	Misc	Rock	La Era De La Boludez	10453		5052	
Disneyland	Misc	Theme Park	The Haunted Mansion: 30th Anniversary	10454	1999	5099	
The Crystal Method	Misc	Techno	Tweekend	10455	2001	5122	
Spineshank	Misc	Industrial	The Height Of Callousness	10456	2000	5185	
Foo Fighters	Misc	Grunge	Foo Fighters	10457	1997	5204	
Caprice (by Varox)	Misc	Misc	Elvenmusic	10458		5205	
Piratas	Misc	Misc	Ultrasonica	10459	2016	5238	
Kbs	Misc	Soundtrack	Kbs Tvâ¸â¸ãˆâ­â¿âµãˆâ­ Â³ã«â·â¡â¸ã°ã€â½	10460	2000	5289	
Tracy Chapman	Misc	Misc	Tracy Chapman	10461	1988	5324	
Molotov	Misc	Misc	Â¿dã³nde Jugaran Las Niã±as?	10462	1997	5360	
Console	Misc	Misc	Rocket In The Pocket	10463	1998	5371	
Pe. Marcelo Rossi	Misc	Gospel	Mãºsicas Para Louvar Ao Senhor	10464	1998	5392	
Barenaked Ladies	Misc	Other	Maroon	10465	2000	5394	
Barenaked Ladies	Misc	Rock	Maroon	10466	2000	5418	
Alien Ant Farm	Misc	Crossover	Anthology	10467	2000	5426	
Nando Reis	Misc	Acoustic	A Letra A	10468	2017	5443	
Richard Bona	Misc	Fusion	Munia/the Tail	10469	2003	5458	
The Cure	Misc	Darkwave	Disintegration	10470	1989	5477	
Voodoo Glow Skulls	Misc	Misc	The Band Geek Mafia	10471	1998	5542	
Superstars	Misc	Misc	United	10472	2003	5549	
Savage Garden	Misc	Pop	Savage Garden	10473	1997	5574	
Ac Dc	Misc	Hard Rock	Ballbreaker	10474	1995	5577	
Robert Miles	Misc	Dream	Dreamland	10475	2021	5657	
Iron Maiden	Misc	Metal	The X Factor	10476	1995	5664	
Robert Miles	Misc	Electronic	Dreamland [bvcp-993]	10477	1996	5681	
Tom Waits	Misc	Misc	Closing Time	10478	1973	5731	
Nelly Furtado	Misc	Pop	Whoa, Nelly!	10479	2001	5746	
Shakespears Sister	Misc	Misc	Hormonally Yours	10480	1992	5754	
Cousteau	Misc	Acoustic Pop	Sirena	10481	2002	5776	
Annã©es 80 #1	Misc	Vocal	Chant	10482	2001	5780	
Annã©es 80	Misc	Vocal	Instrumental	10483	2001	5782	
